이름,종류,위도,경도,도로명주소,전화번호,휴무,영업시간
동탄푸른약국,동물약국,37.20154492,127.109275,경기도 화성시 동탄대로시범길 185,313780513,연중무휴,"월~금 09:00~22:00, 토 09:00~22:00, 일 09:00~22:00, 법정공휴일 09:00~22:00"
동탄프라자약국,동물약국,37.19795173,127.09824,경기도 화성시 동탄대로 495,313752585,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00"
동탄플러스약국,동물약국,37.16740529,127.107259,경기도 화성시 동탄순환대로 127-19,313762210,"매주 토, 일, 법정공휴일",월~금 10:00~18:00
동탄하나로약국,동물약국,37.20817796,127.105652,경기도 화성시 동탄순환대로27길 30,313777005,연중무휴,매일 10:00~22:00
동탄하나약국,동물약국,37.20823069,127.062449,경기도 화성시 동탄공원로3길 36,7041432700,"매주 토, 일, 법정공휴일",월~금 09:00~20:00
동탄행복약국,동물약국,37.19815009,127.097756,경기도 화성시 동탄오산로 86-3,313769106,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~13:00"
동탄호수공원,여행지,37.16690281,127.102434,경기도 화성시 동탄순환대로 69,3151892667,연중무휴,매일 00:00~24:00
동탄호수동물병원,동물병원,37.16740529,127.107259,경기도 화성시 동탄순환대로 127-19,313767800,매주 토요일,"월~금 09:30~20:00, 일 10:00~18:00"
동탄호수약국,동물약국,37.17212336,127.107308,경기도 화성시 동탄대로 198,313756783,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~13:00"
동편동물병원,동물병원,37.40671289,126.972114,경기도 안양시 동안구 동편로27번길 7,314268661,연중무휴,"월~금 10:00~22:00, 토 10:00~22:00, 법정공휴일 10:00~22:00"
동편약국,동물약국,37.41012088,126.967105,경기도 안양시 동안구 동편로 136,314261119,"매주 일요일, 법정공휴일","월~금 09:00~16:00, 토 09:00~16:00"
동피랑벽화마을,여행지,34.84530746,128.427624,경상남도 통영시 동피랑1길 6-18,556502622,연중무휴,매일 00:00~24:00
동학농민혁명기념관,박물관,35.63370584,126.830119,전라북도 정읍시 덕천면 동학로 742,635361894,매주 월요일,화~일 09:00~18:00
동학농민혁명기념관,박물관,34.66918564,126.895352,전라남도 장흥군 장흥읍 읍성로 2,618606926,매주 월요일,화~일 09:00~18:00
동한당약국,동물약국,37.8983469,127.204451,경기도 포천시 중앙로 138,315320020,연중무휴,"월~금 08:00~22:00, 토 08:00~22:00, 일 08:00~22:00, 법정공휴일 08:00~22:00"
동해동물병원,동물병원,37.51992764,129.11577,강원도 동해시 중앙로 214,335327886,"매주 일요일, 법정공휴일, 매달 마지막 주 토요일","월~금 09:30~18:00, 토 10:00~13:00, 일 08:10~08:20"
동해문화예술회관,문예회관,37.52644915,129.115239,강원도 동해시 평원로 15,335302115,"매주 토, 일",월~금 09:00~18:00
동해물약국,동물약국,37.48751839,126.982601,서울특별시 서초구 동광로12가길 42,25943141,,
동해물약국,동물약국,36.96152803,127.94047,충청북도 충주시 남산로 74,438524412,매주 일요일,월~토 08:30~21:30
동해물약국,동물약국,35.51851976,127.728702,경상남도 함양군 함양읍 용평중앙길 18-1,559641256,"매주 일요일, 법정공휴일","월~금 08:00~19:00, 토 08:00~14:00"
동해선약국,동물약국,37.48591728,129.110212,강원도 동해시 청운1길 64,335220128,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~21:00"
동해약국,동물약국,37.34560885,127.954799,강원도 원주시 중앙로 6,337666603,연중무휴,"월~금 08:30~21:00, 토~일, 법정공휴일 08:30~18:00"
동해약국,동물약국,36.03326491,129.359845,경상북도 포항시 북구 용당로 62,542733396,연중무휴,매일 09:00~21:00
동해약국,동물약국,35.09225016,129.044171,부산광역시 영도구 태종로 137,514163232,연중무휴,"월~금 08:30~21:00, 토~일 09:00~18:00, 법정공휴일 09:00~18:00"
동행동물병원,동물병원,37.60803786,126.724718,경기도 김포시 양도로19번길 15,319869816,연중무휴,매일 09:30~20:00
동행동물의료센터,동물병원,35.22011167,129.008151,부산광역시 북구 금곡대로 126,519087575,연중무휴,매일 00:00~24:00
동행약국,동물약국,37.45995605,126.896699,서울특별시 금천구 시흥대로 291,260129988,매주 일요일,"월~금 08:30~19:30, 토08:30~14:30"
동행약국,동물약국,36.8186151,127.156887,충청남도 천안시 동남구 만남로 42,415516626,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~15:00"
동행펫살롱,미용,35.22011167,129.008151,부산광역시 북구 금곡대로 126,519087575,법정공휴일,"월~화,목~일, 법정공휴일 10:00~19:00"
동현24시동물병원,동물병원,37.41415338,127.260814,경기도 광주시 경안천로 5,317687599,연중무휴,매일 09:00~21:00
동현약국,동물약국,35.22555383,128.680277,경상남도 창원시 성산구 중앙대로 123,552742338,둘째주 넷째주 일요일,"월~목 10:00~21:00, 금~토 10:00~22:00"
동호동물병원,동물병원,35.32179834,128.26526,경상남도 의령군 의령읍 백산로3길 3,555726001,,
동호약국,동물약국,37.50857754,127.066548,서울특별시 강남구 테헤란로114길 16,25673935,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~16:00"
동호우리약국,동물약국,35.86730489,128.72387,대구광역시 동구 금강로 2,539616111,매주 일요일,"월~금 09:00~18:30, 토 09:00~15:00, 법정공휴일 09:00~13:00"
동화,미용,36.08743895,129.392797,경상북도 포항시 북구 장량중앙로100번길 1,50714760924,연중무휴,매일 09:00~20:00
동화마을,여행지,37.47753516,126.620647,인천광역시 중구 자유공원서로37번길 22,327647494,연중무휴,매일 00:00~24:00
동화약국,동물약국,37.56175994,127.017101,서울특별시 중구 다산로34길 47,222349666,"매주 일요일, 법정공휴일",월~토 09:00~21:00
동화약국,동물약국,36.30207934,127.56808,충청북도 옥천군 옥천읍 삼금로 41-2,437325001,법정공휴일,"월~금 08:00~21:00, 토 08:00~19:00, 일 08:00~19:00"
동화약국,동물약국,35.56303368,129.26679,울산광역시 중구 다운로 115,522490266,매주 일요일,"월~토 09:00~20:00, 법정공휴일 09:00~19:00"
동화약국,동물약국,35.15760577,129.11338,부산광역시 수영구 수영로 582,517523607,매주 일요일,"월~금 08:30~20:00, 토 08:30~17:00, 법정공휴일 08:30~13:00"
동화약국,동물약국,34.93713003,128.078504,경상남도 사천시 중앙로 127,558330193,매주 일요일,"월~금 08:30~18:00, 토 08:30~13:00"
돼지와건강,동물병원,36.59423728,126.658271,충청남도 홍성군 홍성읍 문화로57번길 19,7042568656,,
두곡해수욕장,여행지,34.76782171,127.906047,,558634270,연중무휴,매일 00:00~24:00
두굼두굼,반려동물용품,37.21279295,127.094351,경기도 화성시 동탄기흥로 590,50713772018,"매주 토,일",월~금 09:00~17:00
두근두근약국,동물약국,37.19735927,127.098264,경기도 화성시 동탄대로 489,313772120,연중무휴,"월~금 09:00~21:00, 토 09:00~18:00, 일 10:00~16:00, 법정공휴일 10:00~13:00"
두꺼비생태공원,여행지,36.61325856,127.468769,충청북도 청주시 서원구 원흥로 81,432887227,매주 월요일,화~일 10:00~18:00
두꺼비생태마을,여행지,36.61355165,127.471796,충청북도 청주시 서원구 산남로10번길 26-9,432887227,연중무휴,매일 00:00~24:00
두나의하루,미용,36.97844037,126.926622,경기도 평택시 안중읍 송담5길 60-24,,매주 수요일,목~화 10:00~20:00
두남자동물병원,동물병원,35.81310936,128.519887,대구광역시 달서구 월배로 48,537217585,매주 일요일,"월~금 09:30~19:00, 토 09:30~19:00"
두두애견미용실,미용,37.484677,126.985485,서울특별시 서초구 서초대로4길 23,269567787,연중무휴,매일 10:00~19:00
두두펫케어,반려동물용품,35.17099136,129.108843,부산광역시 수영구 망미로7번길 69,50713985864,연중무휴,매일 00:00~24:00
두드림약국,동물약국,37.6711481,126.735086,경기도 고양시 일산서구 대화1로 76,319761919,매주 일요일,"월~금 09:00~20:00, 토 09:00~14:00"
두드림약국,동물약국,37.28586561,126.980602,경기도 수원시 팔달구 일월로22번길 15,312982980,"매주 일요일, 법정공휴일","월~금 08:30~22:00, 토 08:30~16:00"
두레샘골근린공원,여행지,36.38088409,127.336126,,,연중무휴,매일 00:00~24:00
두레약국,동물약국,37.25460636,127.01065,경기도 수원시 권선구 덕영대로 1083,312929520,"매주 일요일, 법정공휴일","월~금 09:00~21:30, 토 09:00~15:30"
두레약국,동물약국,37.15447675,127.07727,경기도 오산시 운암로 91,313778264,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00"
두레약국,동물약국,35.55521555,129.2633,울산광역시 남구 굴화3길 5-3,522236163,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00"
두레온누리약국,동물약국,37.64563853,126.785231,경기도 고양시 일산동구 중앙로 1080,319083875,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
두레온누리약국,동물약국,35.21634219,128.147364,경상남도 진주시 금산면 금산순환로 24,557631933,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~17:00"
두루동물병원,동물병원,37.54901135,127.153675,서울특별시 강동구 구천면로 498-1,24427772,,
두루동물병원,동물병원,37.33367294,127.922346,강원도 원주시 만대로 166,337446722,매주 일요일,"월~금 09:00~19:30, 토 변동"
두루두루 카페,카페,37.76381345,126.965608,경기도 양주시 장흥면 권율로 666,50713832731,매주 수요일,목~화 12:00~20:00
두루뫼사료관,박물관,37.85680242,126.896042,경기도 파주시 법원읍 초리골길 278,319586101,매주 월요일 휴무,화~일 10:00~18:00
두루미약국,동물약국,37.55466766,127.154622,서울특별시 강동구 고덕로 262,50713501013,매주 일요일,"월~금 08:40~21:00, 토 08:40~17:00"
두루밍,미용,37.24657727,127.042343,경기도 수원시 영통구 권선로882번길 107-36,,연중무휴,매일 10:00~18:00
두루봉근린공원,여행지,36.37923521,127.32146,대전광역시 유성구 노은동로 212,,연중무휴,매일 00:00~24:00
두류경북약국,동물약국,35.85754672,128.556607,대구광역시 달서구 달구벌대로 지하 1760,536557344,연중무휴,매일 10:00~21:00
두류공원,여행지,35.85089685,128.558791,대구광역시 달서구 공원순환로 36,538037470,연중무휴,매일 00:00~24:00
두류동물병원,동물병원,35.83933174,128.558499,대구광역시 달서구 성당로 21,536227585,매주 일요일,"월~금 09:30~18:00, 토 09:30~16:00"
두르밍,미용,37.0003765,127.080255,경기도 평택시 세교상가2길 16,,매주 일요일,월~토 10:30~19:00
두리동물병원,동물병원,37.49951698,127.15313,서울특별시 송파구 성내천로 229,24498575,매주 일요일,"월~금 10:30~19:00, 토 10:30~18:00"
두리동물병원,동물병원,37.26194787,127.014179,경기도 수원시 권선구 정조로 596,312257533,매주 일요일,"월~금 09:00~19:00, 토 변동"
두리동물병원,동물병원,34.80298228,126.699885,전라남도 영암군 영암읍 동문로 84,614730053,,
두리동물클리닉,동물병원,37.26878987,127.009271,경기도 수원시 팔달구 효원로 53,312212410,매주 일요일,"월~화 09:30~19:00, 수 09:30~17:00, 목~금 09:30~19:00, 토 09:30~17:00"
두리마켓 수제간식,반려동물용품,35.16518239,129.062929,부산광역시 부산진구 중앙대로 821,518189251,매주 일요일,월~토 12:00~21:00
두리무역,반려동물용품,37.62735056,126.704628,경기도 김포시 북변1로 20-8,319857804,,
두리베어,미용,36.58800294,127.288925,세종특별자치시 연서면 도원로 29,50713125171,매주 수요일,월~금 10:00~18:00
두리생태공원,여행지,37.57242916,126.757871,,,연중무휴,매일 00:00~24:00
두리약국,동물약국,37.49063854,127.081186,서울특별시 강남구 일원로 35,24453188,연중무휴,"월~금 09:00~19:30, 토 09:00~14:00, 일 09:00~13:00"
두리약국,동물약국,37.53208842,126.645724,인천광역시 서구 청라커낼로260번길 11,50713822253,1째주 일요일,매일 09:00~22:00
두리약국,동물약국,33.48614833,126.472785,제주특별자치도 제주시 수덕로 41,647449952,연중무휴,"월~금 08:30~21:30, 토 08:30~21:30, 일 08:30~21:30, 법정공휴일 08:30~21:30"
두리온누리약국,동물약국,37.4433301,127.151668,경기도 성남시 수정구 공원로 322,317411480,"매주 일요일, 법정공휴일","월~금 09:00~21:30, 토 09:00~21:00"
두리종합동물병원,동물병원,37.50432794,127.001088,서울특별시 서초구 반포대로 287,234767522,매주 일요일,"월~금 10:00~20:00, 토 10:00~18:00"
두리틀동물병원,동물병원,37.57884171,126.9108,서울특별시 서대문구 응암로 66,23023275,연중무휴,매일 09:00~21:00
두몽언니,반려동물용품,35.19929236,129.060091,부산광역시 동래구 사직북로 38,515070818,매주 월요일,화~일 11:00~20:00
두바보공방,반려동물용품,35.89774712,128.549428,대구광역시 북구 작원길 2-1,7043524748,,
두베카페,카페,35.90368121,127.243088,전라북도 완주군 소양면 송광수만로 472-23,50714385222,연중무휴,매일 10:00~18:30
두부네수제간식,반려동물용품,37.47335964,126.855072,경기도 광명시 새터로 44-7,50713436190,연중무휴,매일 11:00~20:00
두부야 부탁해,반려동물용품,37.34928315,127.108276,경기도 성남시 분당구 성남대로 151,,,
두산동물병원,동물병원,36.12067976,128.120818,경상북도 김천시 자산로 104,544346961,,
두산메디펫동물병원,동물병원,35.83216284,128.623911,대구광역시 수성구 동대구광역시로 24,537618875,"매주 토, 일",월~금 10:00~19:00
두산약국,동물약국,37.57357997,127.015451,서울특별시 종로구 지봉로 39-1,27474541,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~18:00"
두산약국,동물약국,35.86594266,128.794599,경상북도 경산시 진량읍 선화로20길 25-1,538546566,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~20:00"
두산약국,동물약국,35.55208276,129.258282,울산광역시 남구 장검1길 21-62,522490673,"매주 토, 일",월~금 09:00~20:00
두산이네애견샵,미용,37.40243914,126.709495,인천광역시 남동구 호구포로 217,50713138086,연중무휴,매일 11:00~17:00
두산종합사료,반려동물용품,37.78188822,126.847879,경기도 파주시 광탄면 혜음로1120번길 11-1,,"매주 일요일, 법정공휴일",월~토 08:00~20:00
두성인터내셔날,반려동물용품,37.77189005,126.81488,경기도 파주시 조리읍 정문로 82,319410215,"매주 토, 일",월~금 09:00~17:00
두세네몽,반려동물용품,35.14668531,129.113035,부산광역시 수영구 남천동로108번길 31,50714670245,매주 월요일,"화~토 11:00~21:00, 일 11:00~19:00"
두손온누리약국,동물약국,37.14697782,128.214514,충청북도 제천시 의림대로 222,436451722,매주 일요일,"월~금 09:00~19:00, 토 09:00~15:00, 법정공휴일 09:00~13:00"
두쓰리집,반려동물용품,37.81978728,127.147924,경기도 포천시 소흘읍 검바위길 84,50713362320,"매주 일요일, 2, 4번째 토요일","월~금 11:00~20:00, 토 12:00~20:00"
